sub,eyes,measure,roi,cond,compare,window,peak,band,value
sub002,open,visual power,vtpm V3,incorrect_e,accuracy_e,500pre,source,beta,0.0161955440709666
sub002,open,visual power,vtpm V3,fast,rt,500pre,source,beta,-0.0662422087508462
sub002,open,visual power,vtpm V3,slow,rt,500pre,source,beta,-0.139850268348602
sub002,open,somato lateralisation index,max,correct,accuracy,500pre,source,beta,-0.00674021295419332
sub002,open,somato lateralisation index,max,incorrect,accuracy,500pre,source,beta,0.0544037275824645
sub002,open,somato lateralisation index,max,correct_e,accuracy_e,500pre,source,beta,-0.0914569475279438
sub002,open,somato lateralisation index,max,incorrect_e,accuracy_e,500pre,source,beta,0.0544037275824645
sub002,open,somato lateralisation index,max,fast,rt,500pre,source,beta,0.00424427200925704
sub002,open,somato lateralisation index,max,slow,rt,500pre,source,beta,-0.0149234019336432
sub002,open,somatovisual balance,max-vtpm V1,correct,accuracy,500pre,source,beta,-0.840469606305752
sub002,open,somatovisual balance,max-vtpm V1,incorrect,accuracy,500pre,source,beta,-0.82894854228735
sub002,open,somatovisual balance,max-vtpm V1,correct_e,accuracy_e,500pre,source,beta,-0.883011269828881
sub002,open,somatovisual balance,max-vtpm V1,incorrect_e,accuracy_e,500pre,source,beta,-0.82894854228735
sub002,open,somatovisual balance,max-vtpm V1,fast,rt,500pre,source,beta,-0.83440600438207
sub002,open,somatovisual balance,max-vtpm V1,slow,rt,500pre,source,beta,-0.84299042679082
sub002,open,somatovisual balance,max-vtpm V2,correct,accuracy,500pre,source,beta,-0.872241296493323
sub002,open,somatovisual balance,max-vtpm V2,incorrect,accuracy,500pre,source,beta,-0.858232907130612
sub002,open,somatovisual balance,max-vtpm V2,correct_e,accuracy_e,500pre,source,beta,-0.901819228330566
sub002,open,somatovisual balance,max-vtpm V2,incorrect_e,accuracy_e,500pre,source,beta,-0.858232907130612
sub002,open,somatovisual balance,max-vtpm V2,fast,rt,500pre,source,beta,-0.866116123214423
sub002,open,somatovisual balance,max-vtpm V2,slow,rt,500pre,source,beta,-0.876783118970384
